ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,prompt_text_cosine_similarity,avg_sentence_cosine_similarity,tf_idfs_looked,tf_idfs_finale,tf_idfs_summary,tf_idfs_eye,tf_idfs_hand,tf_idfs_black,tf_idfs_said,tf_idfs_summarise,tf_idfs_end,tf_idfs_door,tf_idfs_knew,tf_idfs_face,tf_idfs_overall,tf_idfs_sum,tf_idfs_summarize,tf_idfs_conclude,tf_idfs_suggest,label
92,10,20,212,29,61,22,28,9,30,10,44,30,0.023317202,52.39,10.6,4.958158996,22.97142857,1.060049295,1.017072195,0.904133201,0.945625527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,0,8,28,34,6,31,11,1,1,8,7,7,0.06009245,47.99,10.2,4.995049505,24.41666667,1.017592669,1.005165229,0.909166992,0.977211031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,23,20,265,26,76,33,28,15,16,3,54,46,0.007246377,42.51,12.3,5.529850746,29,1.010606885,1.048461746,0.921586692,0.971941102,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,1
77,25,38,171,10,104,30,26,4,24,13,11,23,0.036881811,65.86,9.6,4.399267399,26.52941176,1.026142478,1.021458647,0.922382295,0.96248796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,29,27,190,2,87,32,27,1,15,15,38,64,0.046401169,43.36,14.1,4.882694541,29.78125,1.03753221,1.015475638,0.907335758,0.979394887,0,0,0.316227766,0,0,0,0.948683298,0,0,0,0,0,0,0,0,0,0,1
3,3,3,24,0,12,3,6,0,3,2,5,12,0.037398374,40.45,11.1,5.226804124,15.57142857,1.004084826,1.003206491,0.952944219,0.961509715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,34,33,160,9,126,30,29,1,22,15,34,41,0.007139857,66.71,11.3,4.043237251,31.83870968,1.048545957,1.116864383,0.889267564,0.967250305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,5,4,24,0,7,1,3,0,0,3,1,3,0.017057569,32.09,12.2,5.652173913,16,1.002185941,1.00245657,0.982688308,0.970447451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,7,99,0,40,6,14,0,7,9,16,18,0.022343821,51.28,11.1,5.033519553,14,1.003802299,1.009837074,0.868054152,0.939781202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,7,16,121,36,86,19,25,5,24,5,4,43,0.03902439,46.71,12.8,5.001457726,27.07142857,1.076926827,1.187450878,0.913702607,0.982146438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,22,23,209,20,81,27,36,8,23,13,48,58,0.01375,61.56,9.2,4.589076723,20.1627907,1.01736033,1.024933481,0.913696408,0.964186365,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,1
75,44,17,186,0,105,26,42,0,24,7,11,47,0.022249191,72.66,7,4.494117647,17.21818182,1.012137651,1.007418628,0.90422529,0.962615375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,20,10,173,10,91,33,35,6,26,7,22,56,0.022141707,54.12,10,4.911080711,19.33333333,1.027543306,1.036710194,0.914833903,0.958662298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,11,37,246,21,76,50,28,9,23,16,41,26,0.032409075,30.7,14.8,5.347715736,29.96666667,1.019259572,1.092478474,0.911361098,0.978054397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,19,33,206,19,97,30,33,8,23,15,29,64,0.011904762,42.51,12.3,5.17739816,24.2,1.023014069,1.009570143,0.90690726,0.976937287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,22,24,216,10,129,17,36,4,20,9,4,49,0.016468786,55.44,9.5,4.950780312,17.90384615,1.00179565,1.007490228,0.899866283,0.971900525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
115,31,31,179,11,57,60,24,4,8,10,22,42,0.031596225,30.5,14.9,5.618705036,26.83333333,1.028263569,1.026377618,0.924340427,0.96107554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
119,27,48,240,7,93,41,26,6,15,15,37,46,0.007550019,42.75,14.3,4.889277389,32,1.00744319,1.009347694,0.907012105,0.978382606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,3,13,50,10,11,5,6,7,3,11,10,13,0.027088036,29.38,15.3,5.242857143,30.125,1.017793179,1.007966667,0.926678598,0.96413626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,27,28,195,12,62,34,24,3,9,11,38,79,0.032432432,40.18,13.2,4.993514916,30.32142857,1.023778677,1.013675407,0.925436676,0.972790205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,4,18,75,6,22,17,22,1,10,10,12,29,0.044679871,62.78,8.7,4.93837535,17.91304348,1.080742478,1.343162941,0.927379608,0.957641347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,25,29,246,29,71,35,46,1,20,28,37,40,0.018061674,64.41,8.1,4.750636132,19.14893617,1.011491179,1.003600088,0.917716563,0.976726024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,3,14,0,5,0,1,1,0,0,2,0,0.00729927,33.75,13.6,5.325581395,23.5,1.143209219,1.194059908,0.980804741,0.965877473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,4,5,55,5,20,5,4,6,7,5,10,8,0.027777778,8.58,23.3,5.409574468,42.8,1.013412118,1.011041093,0.929897487,0.948178515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
53,15,26,226,29,82,38,23,37,20,11,14,28,0.049906716,61.67,9.1,4.8552822,30.21428571,1.02720499,1.004690002,0.919431627,0.960804556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,6,22,161,77,4,60,48,5,4,11,18,3,0.062065276,66.03,7.5,4.911392405,15.5,1.009548664,1.184145207,0.903156698,0.943775133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,25,24,184,12,90,27,33,0,18,13,18,59,0.011292346,67.08,9.1,4.27994429,24.35294118,1.001995444,1.002422157,0.880554318,0.978092018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68,34,21,185,24,97,37,29,5,29,16,23,22,0.018900344,53.44,12.3,4.606060606,29.26666667,1.021934032,1.007474852,0.918616235,0.972990423,0,0,0,0,0.627913762,0,0,0,0.778282923,0,0,0,0,0,0,0,0,1
47,6,35,202,20,50,25,24,21,6,18,37,32,0.025979945,44.34,11.6,5.009230769,29.5,1.063704491,1.048353624,0.929427862,0.95780634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42066906,0.84133812,0.339393149,1
92,23,16,243,30,71,31,32,7,12,37,52,58,0.011764706,41.19,12.9,5.033333333,26.28571429,1.009230494,1.112232133,0.917202473,0.974525776,0,0,0,0,0,0,0,0,0,0,0,0,0.778282923,0,0,0,0.627913762,1
11,0,2,19,0,3,4,3,0,1,1,6,3,0.014962594,30.87,12.7,5.55,17.25,1.008023381,1.023733586,0.976091564,0.974425356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,31,18,118,0,82,17,24,0,16,9,19,38,0.0086727,64.04,10.3,4.562706271,26.08,1.005394816,1.014193961,0.919896126,0.978803201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80,24,24,205,12,104,25,32,1,23,12,32,52,0.014214368,52.49,10.6,4.927810651,18.76,1.008025646,1.013945749,0.907574296,0.959392555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9,2,5,20,0,8,2,5,0,2,1,1,2,0.018382353,48.3,10.1,5.090909091,14,1.059965491,1.030711191,0.941691875,0.953283121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,26,24,174,4,60,40,26,2,15,22,34,24,0.030044661,29.59,15.2,5.399425287,27.24137931,1.016439557,1.005760921,0.913671315,0.96589157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,21,26,140,11,54,19,17,2,17,8,20,30,0.024697337,40.28,13.2,5.215213358,24.16,1.027546167,1.036583592,0.917991221,0.972837493,0,0,0,0,0,0,0,0,0,0,0,0.85000275,0,0,0.52677825,0,0,1
0,1,0,5,0,2,0,1,0,1,1,0,0,0.086538462,71.31,5.4,4.722222222,10.5,1.001097918,1.000903308,0.988359809,0.965631068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,10,10,70,45,31,43,30,5,6,5,10,12,0.075995175,45.52,9.1,6.138755981,17.625,1.074490666,1.166175668,0.897606015,0.939147586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,17,21,153,53,50,41,38,9,8,11,20,30,0.04773765,32.53,14.1,5.477346278,21.54285714,1.039821506,1.150046676,0.922041059,0.947966672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
100,23,15,204,10,85,11,36,1,16,21,48,40,0.031930879,49.65,11.7,4.906175772,23.71052632,1.030160189,1.006287521,0.917232752,0.982460257,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0.40824829,0,0,0,0.816496581,1
15,3,6,47,8,24,8,7,3,6,3,11,15,0.014856082,48.33,12.2,4.681081081,21.5,1.001924992,1.050615466,0.924528182,0.954624891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,9,0,1,0,0,0,0,1,0,1,0.028301887,62.85,6.6,5.235294118,9,1.002120972,1.007469952,0.99525857,0.92673099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,14,9,92,0,25,15,12,0,10,15,16,20,0.03119349,42.21,12.5,5.235632184,19.5,1.047299027,1.013564348,0.90558058,0.959354181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,9,5,51,4,22,10,11,1,3,4,5,7,0.021892103,63.8,8.3,4.818604651,19.38461538,1.007480502,1.009795152,0.92618084,0.973470613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,6,13,195,20,60,27,28,9,12,27,36,52,0.024245002,53.81,10.1,4.922740525,21.15789474,1.006812692,1.01722202,0.926153183,0.954588592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65,19,26,205,19,70,18,18,0,4,38,40,31,0.013146735,37.54,14.3,5.470588235,29.28,1.049717188,1.110238637,0.92716074,0.960364919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,1,5,105,11,48,6,20,2,12,6,13,32,0.017365523,12.46,17.7,6.797333333,14.82758621,1.01164341,1.021174996,0.923524022,0.962874628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,10,1,4,1,3,1,2,4,7,2,0.076754386,37,12.4,5.457142857,19,1.126883268,1.117585868,0.966599464,0.959513525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,12,22,184,26,77,45,32,5,18,7,21,50,0.017758485,55.54,9.4,5.283916084,21.5,1.012826443,1.011671467,0.9188236,0.957138193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,22,14,236,15,81,24,19,9,24,13,39,29,0.014887436,38.45,13.9,5.197659298,23.36842105,1.035424948,1.00597719,0.920230389,0.947692429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,29,30,206,15,74,35,22,0,19,16,27,55,0.0082038,44.07,13.8,4.911609499,30.81481481,1.031095028,1.035388835,0.903200269,0.978076973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
117,16,27,198,17,64,28,30,7,9,13,24,32,0.017638037,26.91,14.2,5.897142857,25.25,1.013712168,1.008155962,0.92065835,0.976897699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,31,24,159,1,108,30,39,1,20,16,18,29,0.022358615,72.56,7,3.983333333,16.87719298,1.034250975,1.006687003,0.89735204,0.952426437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,7,10,38,0,15,24,10,2,6,5,9,7,0.055438596,69.82,8.1,4.701244813,22.76923077,1.007120967,1.088763026,0.899524331,0.958338966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,3,25,4,10,7,4,0,3,5,9,7,0.032459426,37.84,14.1,5.304,23.33333333,1.148510337,1.119616747,0.946055472,0.948335004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,37,29,199,0,109,35,27,13,23,10,23,35,0.009069401,46.61,12.8,4.76,26.73529412,1.011380434,1.022509004,0.911823809,0.963742051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,24,17,234,47,69,21,21,7,3,8,25,39,0.024349286,57.77,8.6,5.052708638,34.29166667,1.042696595,1.015887724,0.913601875,0.963827116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,21,13,226,8,71,20,26,9,25,8,36,53,0.017355982,38.45,13.9,5.427828349,25.17647059,1.007686615,1.017310462,0.936613441,0.970151226,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0.894427191,0,1
93,3,3,169,60,30,30,27,0,27,21,24,27,0.022452504,37.94,14.1,5.114825581,16.06122449,1.000192642,1.032413116,0.892126441,0.912366526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,26,32,216,16,79,34,25,2,21,32,33,43,0.018966158,36.93,14.5,5.104651163,30.55172414,1.037440062,1.063433311,0.915254891,0.976972872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,9,0,2,0,0,1,1,0,2,1,0.014925373,53.37,8.2,5.7,11,1.001720667,1.000846386,0.992856562,0.945984781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,25,94,5,33,33,19,1,5,4,27,29,0.049711496,48.81,9.9,5.507614213,20,1.003162742,1.006151211,0.902617276,0.968896609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,17,39,255,28,63,50,11,11,17,18,37,28,0.011503067,36.42,14.7,5.339308579,55.0625,1.011870861,1.004091799,0.913321018,0.969609964,0,0,0,0,0,0.95208641,0,0,0.19203433,0,0,0,0.238021603,0,0,0,0,1
85,18,25,211,17,55,30,12,10,11,22,34,28,0.022327179,45.05,11.4,5.462099125,41.94444444,1.010925055,1.024697955,0.919654608,0.970216926,0,0,0.295984223,0,0,0,0,0,0.955192829,0,0,0,0,0,0,0,0,1
58,32,20,240,24,114,35,43,2,16,9,22,90,0.011737978,69.31,8.3,4.510368664,21.8,1.030249953,1.019925748,0.893259346,0.972606322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,0,23,16,10,0,0,0,1,0,1,3,0.015797788,55.4,7.4,5.278350515,15.25,1.003072381,1.001522809,0.92413795,0.948268473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,20,21,231,28,78,26,23,6,18,17,37,50,0.009437833,54.05,12.1,4.868556701,32.81481481,1.023313999,1.017545806,0.903857708,0.975111197,0,0,0,0,0,0,0,0,0.927386445,0,0,0,0.374104772,0,0,0,0,1
11,3,3,36,2,12,6,9,1,1,0,4,9,0.061662198,42.48,10.3,5.495495495,15.66666667,1.025088549,1.087744607,0.959802508,0.974962823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
102,19,27,255,1,58,22,26,3,19,14,30,53,0.01111537,48.43,12.1,5.245879121,22.30555556,1.013857245,1.003725726,0.926625788,0.970009625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,6,12,114,23,58,30,20,15,15,12,19,35,0.055505415,52.7,10.5,4.640221402,24.03846154,1.001126766,1.009961956,0.912796617,0.969300784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,9,0,3,5,0,3,1,1,1,2,0.116591928,39.84,11.3,5.235294118,24.5,1.223809004,1.050128222,0.991311193,0.975867391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,10,5,73,7,26,9,10,2,7,2,16,11,0.029187817,40.58,13.1,5.300813008,19.71428571,1.001105547,1.000903606,0.919999421,0.944860422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16,12,6,88,2,53,8,18,0,10,2,9,32,0.014070839,63.59,8.4,4.941520468,18.8,1.001863122,1.002638435,0.927221477,0.974427854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,19,21,192,45,61,27,26,3,17,14,33,57,0.010466223,72.26,7.1,4.574202497,24.58823529,1.042709351,1.021235053,0.918928862,0.974138422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,23,27,146,3,86,18,21,5,19,12,17,34,0.013671875,55.98,11.3,4.605925926,25.96551724,1.026491642,1.007271384,0.924334466,0.947202457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,37,16,205,8,77,32,29,0,11,30,24,57,0.00935979,36.83,14.5,5.241837969,28.40625,1.028335094,1.013142963,0.916941047,0.979213031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,3,19,0,5,3,4,0,0,3,7,5,0.073800738,49.11,9.8,5.333333333,16.16666667,1.098503113,1.935717463,0.954998136,0.91074146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,22,20,200,20,65,30,31,8,19,17,24,28,0.015228426,41.4,12.8,5.388586957,23.51428571,1.045233369,1.025322627,0.927425146,0.969596863,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,1
87,29,26,184,3,87,24,20,6,29,24,32,46,0.029230136,44.78,13.5,4.730958231,30.5,1.093424916,1.09726949,0.930124044,0.979440347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,13,11,91,4,31,19,12,12,5,18,10,19,0.012452107,51.78,10.9,4.965116279,26.4,1.003516197,1.038031308,0.910316408,0.958541376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
96,15,25,269,27,70,37,26,12,15,31,23,39,0.025641026,40.28,13.2,5.19005102,31.5862069,1.027098179,1.005166674,0.905776322,0.96049087,0,0,0,0,0,0.986393924,0,0,0,0,0,0,0.164398987,0,0,0,0,1
96,35,21,223,3,54,37,33,0,24,27,22,55,0.009631491,61.56,9.2,4.819736842,22.44736842,1.016598344,1.001803723,0.92771852,0.980215476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,31,20,207,7,90,24,32,3,16,12,26,54,0.021148036,47.62,12.5,4.960620525,25.5,1.017545223,1.013330523,0.900675118,0.972480908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,21,39,215,13,75,56,35,8,17,13,26,26,0.024867509,36.18,12.7,5.492413793,22.81578947,1.001697183,1.204659826,0.906307876,0.946254525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,7,23,160,0,41,31,20,4,11,6,39,36,0.027309237,9.22,18.9,5.988727858,31.69565217,1.021472573,1.064280595,0.927481413,0.970863558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,1,2,0,1,0,0,0,1,1,0.041322314,47.79,10.3,6.866666667,9.5,1.070052385,1.000531435,0.95435369,0.846230984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,3,8,0,2,3,1,0,0,2,0,1,0.057915058,53.37,8.2,5.526315789,16,1.025073171,1.003751357,0.986433208,0.968505472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,4,14,4,1,90,19,10,0,0,0,0,0.179437439,48.03,18.5,3.611111111,25.45454545,1.046269655,1.183332366,0.8521384,0.939291846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,8,4,25,2,12,7,3,0,1,2,3,7,0.006934813,39.67,13.4,5.165217391,32,1.003132105,1.003626049,0.964826286,0.979362369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,23,22,168,35,79,29,26,2,19,16,26,45,0.029779888,36.02,14.8,4.983356449,31.76923077,1.011502147,1.01929462,0.915443897,0.986385919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,9,25,194,10,75,12,31,5,16,15,26,63,0.056205206,46.47,10.8,4.928571429,18.75555556,1.012770653,1.002252626,0.922381699,0.977388538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,17,32,127,44,40,42,14,3,7,14,25,22,0.024725275,46.67,10.7,5.571183533,35.28571429,1.037218809,1.039633036,0.92663306,0.954766133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,23,37,248,43,75,32,32,7,19,12,45,37,0.020770519,38.35,13.9,5.31227652,26.77142857,1.008479714,1.007573166,0.904133379,0.972618872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,1,7,0,1,0,0,0,2,1,0,0,0.0703125,41.7,12.7,4.727272727,12.5,1.004655242,1.002351701,0.999026835,0.907447577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,18,34,159,44,50,8,10,8,3,23,20,30,0.027221777,38.66,20,4.27,46.5,1.034256577,1.005705704,0.901322007,0.972881566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,24,40,249,26,43,28,21,2,9,9,31,47,0.023139746,46.98,10.6,5.182841069,31.03846154,1.040526628,1.263125445,0.901858032,0.982412998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
77,23,33,257,16,89,37,32,5,11,20,44,42,0.011371974,48.23,12.2,4.991616766,25.24324324,1.030333996,1.004378682,0.928146422,0.980354714,0,0,0.813379648,0,0,0.271126549,0,0,0,0,0,0,0.437486385,0,0,0,0.271126549,1
113,17,16,240,22,87,14,46,0,26,21,11,57,0.015373078,56.35,9.1,4.662749706,16.92982456,1.011150002,1.074232406,0.893518209,0.979266627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,12,15,166,7,67,31,25,9,8,15,25,51,0.028915663,50.46,11.4,5.187817259,25.92307692,1.071433067,1.066051833,0.928997815,0.973191241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,19,70,285,30,29,63,25,4,10,5,14,12,0.02998155,51.78,10.9,4.678812416,28.72727273,1.055592895,1.076955414,0.885592341,0.964850366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,30,16,225,3,86,12,26,1,40,10,20,41,0.021995287,48.64,12.1,5.123425693,23.43243243,1.005239367,1.010246356,0.903405428,0.982679263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
87,8,22,171,19,49,38,29,12,6,14,27,34,0.015028432,43.63,11.9,5.391035549,22.08823529,1.009844184,1.010164887,0.921662152,0.96673255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,8,14,175,24,37,24,17,18,9,12,38,22,0.027391109,25.59,14.7,5.689003436,30.2173913,1.011507988,1.033698137,0.927809179,0.979084323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,20,21,156,10,66,29,20,3,8,7,15,21,0.021235521,49.45,11.8,5.045627376,27.09090909,1.043758392,1.023965842,0.912516117,0.972513052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,19,13,195,43,68,22,26,8,16,21,33,60,0.022624434,58.11,10.5,4.782178218,25.9375,1.007569075,1.015130541,0.906009138,0.974451523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
105,13,39,256,20,63,27,34,6,4,35,33,39,0.015593895,30.8,14.8,5.627646326,25.4,1.016113758,1.005173188,0.924029171,0.966362152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,11,44,228,50,61,50,27,5,14,7,26,27,0.020993137,56.86,8.9,4.937321937,26.03030303,1.046038389,1.015788338,0.918100953,0.957776385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78,19,25,229,8,69,22,25,2,24,24,44,59,0.012126112,55.17,11.6,4.725536993,28.46875,1.011365056,1.003297914,0.92156595,0.966730061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,1,11,1,6,0,0,0,0,0,0,3,0.013559322,40.18,13.2,5.466666667,16.66666667,1.002043843,1.017044187,0.98335278,0.917593747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,3,34,1,8,2,2,0,2,5,7,6,0.008278146,29.82,17.2,5.040816327,37,1.008336782,1.005647143,0.969799578,0.961395949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,9,25,231,10,58,12,25,0,36,25,36,34,0.007425743,37.13,14.4,4.892551893,19.63043478,1.014451742,1.027702322,0.920404315,0.900176292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,13,68,30,7,59,46,8,5,6,14,8,0.078156313,55.64,9.4,5.456521739,13.44736842,1.03602016,1.441592367,0.913904965,0.92243207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,7,22,180,23,56,12,20,10,23,4,30,35,0.198915009,30.3,15,5.038109756,24.79310345,1.031431198,1.016900134,0.919348478,0.961174675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,60,21,207,22,82,30,31,14,24,10,15,16,0.014723438,59.13,10.1,4.912988651,21.39534884,1.028258801,1.042302103,0.916555226,0.947370008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,8,29,190,27,45,23,22,8,8,25,37,34,0.02173913,33.24,13.8,5.737024221,27.4,1.033694506,1.062686852,0.935384691,0.964367922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,3,16,104,3,55,27,15,0,11,12,11,34,0.026555688,58.01,10.5,4.753246753,27.73684211,1.023794174,1.01916845,0.920097947,0.972115969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72,17,19,210,13,88,29,25,1,32,20,21,43,0.020771513,51.58,10.9,5.042446941,21.75609756,1.001939416,1.097066075,0.918182254,0.952833263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88,24,26,194,6,78,40,27,4,8,20,40,66,0.027809524,46.4,12.9,5.091240876,29.4516129,1.005791783,1.00980533,0.911120057,0.981469342,0,0,0,0.928476691,0,0,0,0,0,0,0,0,0,0,0,0.371390676,0,1
57,3,40,146,1,47,39,12,13,3,13,39,25,0.035104987,0.38,22.3,5.939351199,39.8,1.076700687,1.017768451,0.916323721,0.961670307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,11,19,194,35,41,24,16,7,8,22,27,53,0.046771734,49.04,11.9,5.028787879,35.36363636,1.01352644,1.073329329,0.903005958,0.964282716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,27,22,246,21,80,39,29,8,23,22,33,34,0.012910798,45.8,13.2,4.820697954,28.93939394,1.019115925,1.026871699,0.925992608,0.971317097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
